lid,fid,location_name,lat,lng
1085,3488,CHARLOTTE NC,35.371057,-80.78341
1087,3503,BROOKLYN NY,40.688499,-73.983558
1091,3518,CHARLESTON SC,32.747546,-79.970216
1093,3521,MONROE NY,41.317808,-74.14434
1095,3529,WARRENSBURG MO,38.772561,-93.734177
1097,3530,CEDAR FALLS IA,42.484438,-92.44103
1099,3531,LAKE FOREST CA,33.630668,-117.71876
1101,3537,PASADENA MD,39.124215,-76.589069
1103,3539,KAILUA KONA HI,19.644267,-155.994625
1105,3540,WALTERBORO SC,32.93264,-80.69365
1107,3541,FLINT MI,42.988577,-83.739756
1109,3543,YUCCA VALLEY CA,34.1214,-116.4209
1111,3546,STOCKTON CA,37.983927,-121.344923
1113,3547,ROSEVILLE CA,38.744651,-121.266603
1115,3548,SAN DIEGO CA,33.018089,-117.074675
1117,3549,SAN DIEGO CA,32.584587,-117.092138
1119,3552,SAN JOSE CA,37.250993,-121.86703
1121,3554,ROLLA MO,37.959778,-91.770784
1123,3558,MARION IL,37.745607,-88.963193
1125,3559,CARBONDALE IL,37.7336,-89.1887
1127,3562,"Grantsville, MD",39.691533,-79.103408
1129,3564,LEVITTOWN NY,40.72477,-73.528823
1133,3568,JEFFERSON CITY MO,38.581147,-92.204323
1135,3571,"Wood Village, OR",45.528239,-122.430974
1137,3577,BETHLEHEM GA,33.942075,-83.755151
1139,3585,"Topeka, KS",39.090404,-95.669138
1141,3594,"Chester, MD",38.973127,-76.264868
1143,3597,"Peoria, AZ",33.7117,-112.2742
1145,3599,"Rosenberg, TX",29.5421,-95.7563
1147,3602,"WACO, TX",31.6053,-97.1048
1149,3603,"Tuscon, AZ",32.133133,-111.008424
1151,3606,"Streetsboro, OH",41.2534,-81.3637
1153,3607,"McMinnville, OR",45.2257,-123.1871
1155,3609,"100 West Old Country Rd, Hicksville, NY 11801",40.7635,-73.523
1157,3611,"Erie, PA",42.099049,-80.14679
1159,3612,"Salisbury, MD",38.3429,-75.6039
1161,3617,"North Augusta, SC",33.504328,-81.959593
1163,3618,"NORTHLAKE, TX",33.027749,-97.269628
1165,3625,SALT LAKE CITY UT,40.760952,-111.873106
1167,4400,WILMINGTON NC,34.24661,-77.87169
1169,4407,HIGH POINT NC,35.9845,-80.02344
1171,4414,HICKORY NC,35.70237,-81.29127
1173,4416,ANDERSON SC,34.54013,-82.66836
1175,4417,KANNAPOLIS NC,35.45032,-80.60913
1177,4418,HOMEWOOD AL,33.44715,-86.82595
1179,4425,COLUMBUS GA,32.521,-84.96178
1181,4428,DOUGLASVILLE GA,33.72451,-84.76614
1183,4429,WARNER ROBINS GA,32.61874,-83.67234
1185,4433,AUBURN AL,32.6234,-85.45054
1187,4439,PELHAM AL,33.34452,-86.79663
1189,4442,HERMITAGE TN,36.19339,-86.61642
1191,4447,BIRMINGHAM AL,33.41928,-86.68114
1193,4448,SPARTANBURG SC,34.93493,-82.0052
1195,4458,ASHEBORO NC,35.69373,-79.79504
1197,4459,DOTHAN AL,31.24386,-85.43017
1199,4463,DECATUR AL,34.56545,-87.00973
1201,4465,JACKSONVILLE NC,34.76293,-77.38211
1203,4466,FAYETTEVILLE NC,35.06484,-78.96707
1205,4472,BIRMINGHAM AL,33.53119,-86.71757
1207,4485,NEW ORLEANS LA,30.04654,-89.95886
1209,4491,SLIDELL LA,30.31649,-89.82638
1211,4492,ALPHARETTA GA,34.09362,-84.28064
1213,4493,DULUTH GA,34.06595,-84.17008
1215,4494,PIGEON FORGE TN,35.78306,-83.55183
1217,4503,BARBOURSVILLE WV,38.42256,-82.26273
1219,4505,DURHAM NC,36.02919,-78.9218
1221,4506,CHARLOTTE NC,35.14388,-80.93146
1223,4606,LARCHMONT NY,40.93423,-73.74791
1225,4613,VALLEY STREAM NY,40.65765,-73.69169
1227,4623,JAMAICA NY,40.71154,-73.79148
1229,4624,MANHASSET NY,40.79387,-73.6879
1231,4625,HARTSDALE NY,41.01813,-73.79854
1233,4628,OCEANSIDE NY,40.63851,-73.63961
1235,4635,ROSEDALE NY,40.63536,-73.7404
1237,4636,WILLISTON PARK NY,40.75597,-73.64523
1239,4637,COMMACK NY,40.84345,-73.28468
1241,4639,FLUSHING NY,40.76441,-73.80929
1243,4640,BABYLON NY,40.68627,-73.34568
1245,4645,ALBANY NY,42.71025,-73.82069
1247,4650,BRONX NY,40.88046,-73.90412
1249,4679,BAY SHORE NY,40.73913,-73.24705
1251,4688,POUGHKEEPSIE NY,41.66312,-73.92941
1253,4691,STATEN ISLAND NY,40.62436,-74.14834
1255,4695,VESTAL NY,42.09602,-75.98244
1257,4698,LAKE GROVE NY,40.86594,-73.13442
1259,4771,ROCHESTER NY,43.19709,-77.57619
1261,4772,AMHERST NY,42.99046,-78.81315
1263,4773,CHEEKTOWAGA NY,42.90642,-78.78004
1265,4774,NEW HARTFORD NY,43.08766,-75.28035
1267,4775,ROCHESTER NY,43.08758,-77.63021
1269,4777,PORT JEFFERSON STATION NY,40.92997,-73.05165
1271,4778,MIDDLETOWN NY,41.42905,-74.42508
1273,4783,NEW YORK NY,40.81528,-73.94412
1275,5311,ELLISVILLE MO,38.5924,-90.56743
1277,5403,BRIDGETON MO,38.73931,-90.40099
1279,5405,WEST MILWAUKEE WI,43.02033,-87.96927
1281,5407,MERRILLVILLE IN,41.4742,-87.31974
1283,5409,SAINT CHARLES IL,41.92236,-88.26299
1285,5413,MATTESON IL,41.50909,-87.73289
1287,5415,AURORA IL,41.78939,-88.3761
1289,5427,APPLE VALLEY MN,44.73347,-93.20662
1291,5429,BLOOMINGTON IL,40.48782,-88.94593
1293,5432,COON RAPIDS MN,45.20084,-93.35579
1295,5433,CHESTERFIELD MO,38.66883,-90.6009
1297,5439,GLENVIEW IL,42.10448,-87.81236
1299,5442,BENTON HARBOR MI,42.08211,-86.41751
1301,5444,WAUKEGAN IL,42.35007,-87.86812
1303,5445,MAPLEWOOD MN,45.02836,-93.01963
1305,5446,WAITE PARK MN,45.55015,-94.22035
1307,5452,FENTON MO,38.50628,-90.44423
1309,5454,BURNSVILLE MN,44.74705,-93.30619
1311,5458,WISCONSIN DELLS WI,43.6245,-89.78841
1313,5459,CICERO IL,41.83824,-87.74327
1315,5460,COON RAPIDS MN,45.13513,-93.26867
1317,5500,ALLENTOWN PA,40.57966,-75.47998
1319,5502,WYOMISSING PA,40.35473,-75.98074
1321,5607,WEST NYACK NY,41.09897,-73.95505
1323,5633,"Greeneville, TN",36.32568,-82.835546
1325,6000,S New Braunfels Ave,29.378651,-98.457282
1327,6001,SAN ANTONIO TX,29.65074,-98.44848
1329,360173,PANAMA CITY FL,30.18992,-85.6411
1331,360192,DADE CITY FL,28.34886,-82.18701
1333,360197,PLANT CITY FL,28.00764,-82.12171
1335,360209,BOCA RATON FL,26.36684,-80.20518
1337,360227,PINELLAS PARK FL,27.83952,-82.697436
1339,360228,PANAMA CITY BEACH FL,30.227514,-85.879612
1341,360230,"Royal Palm Beach, FL",26.685385,-80.200936
1343,360231,DAVENPORT FL,28.313515,-81.668871
1345,360234,"South Riverview, FL",27.8937649,-82.3118771
1347,5,W Sunset Blvd,34.097735,-118.341828
1349,409,NORCROSS GA,33.89604,-84.19779
1351,426,MARIETTA GA,33.94745,-84.51829
1353,428,KNOXVILLE TN,35.9305,-84.02656
1355,431,MOBILE AL,30.67652,-88.14462
1357,434,ATHENS GA,33.94634,-83.40303
1359,435,TUCKER GA,33.84764,-84.24374
1361,459,UNION CITY GA,33.56941,-84.53784
1363,471,FAIRFAX VA,38.86746,-77.27206
1365,480,STOCKBRIDGE GA,33.55329,-84.27113
1367,481,RIVERDALE GA,33.54872,-84.4138
1369,483,DULUTH GA,33.96024,-84.135
1371,485,NEWNAN GA,33.39725,-84.75705
1373,488,WOODSTOCK GA,34.0858,-84.54019
1375,497,SMYRNA GA,33.89257,-84.47849
1377,504,ARLINGTON VA,38.88209,-77.11008
1379,521,MARLOW HEIGHTS MD,38.82938,-76.94195
1381,563,GAITHERSBURG MD,39.14433,-77.20254
1383,564,MANASSAS VA,38.76422,-77.45754
1385,572,CHANTILLY VA,38.89271,-77.42524
1387,575,"CHESAPEAKE, VA",36.82753,-76.4095
1389,588,WOODBRIDGE VA,38.6539,-77.30607
1391,596,FLORENCE SC,34.18999,-79.83338
1393,608,SAN JOSE CA,37.34809,-121.89908
1395,636,MODESTO CA,37.66701,-121.03041
1397,638,BELLEVUE WA,47.62717,-122.14363
1399,648,SOUTH SAN FRANCISCO CA,37.64536,-122.4057
1401,653,STOCKTON CA,38.02052,-121.29181
1403,684,REDWOOD CITY CA,37.49539,-122.23493
1405,718,ENCINO CA,34.15544,-118.47471
1407,728,BURBANK CA,34.18671,-118.31717
1409,733,LOS ANGELES CA,34.09035,-118.3753
1411,741,PASADENA CA,34.13055,-118.14709
1413,742,ALHAMBRA CA,34.08627,-118.15217
1415,744,LOS ANGELES CA,34.08339,-118.22333
1417,748,TARZANA CA,34.17238,-118.54896
1419,760,MORENO VALLEY CA,33.94206,-117.24002
1421,779,MURRIETA CA,33.55411,-117.195
1423,782,LOS ANGELES CA,33.95968,-118.39589
1425,790,ROSEMEAD CA,34.07387,-118.07225
1427,796,LOS ANGELES CA,34.06257,-118.35157
1429,797,LOS ANGELES CA,34.04707,-118.26011
1431,916,SANTA ANA CA,33.76012,-117.85704
1433,924,SAN BERNARDINO CA,34.06564,-117.28228
1435,929,IRVINE CA,33.67852,-117.85951
1437,933,ANAHEIM CA,33.80918,-117.91479
1439,936,PERRIS CA,33.80211,-117.23005
1441,937,SAN BERNARDINO CA,34.16466,-117.33212
1443,939,NORWALK CA,33.91634,-118.073
1445,940,REDLANDS CA,34.06506,-117.20971
1447,947,ONTARIO CA,34.06963,-117.55502
1449,955,SANTA ANA CA,33.72631,-117.84183
1451,1230,CHICAGO IL,41.93231,-87.69826
1453,1245,FORT WAYNE IN,41.11886,-85.13587
1455,1294,MC HENRY IL,42.34657,-88.28047
1457,1300,AURORA IL,41.74785,-88.20665
1459,1330,LUBBOCK TX,33.57853,-101.8703
1461,1333,DALLAS TX,32.82185,-96.8573
1463,1336,HOUSTON TX,29.73761,-95.4784
1465,1359,AUSTIN TX,30.32056,-97.70986
1469,1372,BEAUMONT TX,30.06874,-94.13314
1471,1374,MC ALLEN TX,26.18723,-98.23316
1473,1375,COLLEGE STATION TX,30.62274,-96.34144
1475,1394,WHITE SETTLEMENT TX,32.73931,-97.45139
1477,1404,GARLAND TX,32.85733,-96.64783
1481,1409,CARROLLTON TX,32.98452,-96.91086
1483,1413,PLANO TX,33.01411,-96.70935
1485,1415,SAN ANTONIO TX,29.46184,-98.46592
1487,1417,HOUSTON TX,29.78385,-95.58107
1489,1419,STAFFORD TX,29.63496,-95.58474
1491,1420,HOUSTON TX,29.94946,-95.41507
1493,1421,AUSTIN TX,30.26103,-97.73732
1495,1422,PASADENA TX,29.66546,-95.18827
1497,1424,ABILENE TX,32.40587,-99.76609
1499,1425,FORT WORTH TX,32.75906,-97.16804
1501,1427,ARLINGTON TX,32.67224,-97.19977
1505,1430,WEBSTER TX,29.54488,-95.10889
1507,1431,HOUSTON TX,29.70647,-95.64348
1509,1433,FORT WORTH TX,32.80568,-97.42668
1511,1434,HOUSTON TX,29.68848,-95.45802
1513,1436,HOUSTON TX,29.73306,-95.55862
1515,1437,SPRING TX,30.13351,-95.44552
1517,1438,LEWISVILLE TX,33.00692,-96.97465
1519,1439,AUSTIN TX,30.41659,-97.74727
1521,1441,ODESSA TX,31.8833,-102.33127
1523,1442,HOUSTON TX,29.78223,-95.71768
1525,1443,LAS CRUCES NM,32.35178,-106.76422
1527,1445,Wesley St,33.0977454,-96.1108118
1529,1448,HOUSTON TX,29.72993,-95.41684
1531,1449,HOUSTON TX,29.91567,-95.61682
1533,1450,CEDAR HILL TX,32.59738,-96.93974
1535,1451,LAKE JACKSON TX,29.04107,-95.45481
1537,1452,VICTORIA TX,28.86436,-96.99891
1539,1453,CONROE TX,30.28521,-95.46179
1541,1454,DALLAS TX,32.86034,-96.8897
1543,1459,HOUSTON TX,29.77133,-95.18565
1545,1460,MIDLAND TX,32.03618,-102.11716
1547,1464,CORPUS CHRISTI TX,27.71205,-97.37682
1549,1467,ROUND ROCK TX,30.52919,-97.69168
1551,1469,HOUSTON TX,29.61337,-95.21877
1553,1473,BAYTOWN TX,29.77845,-94.97819
1555,1477,AUSTIN TX,30.46766,-97.79532
1557,1478,HOUSTON TX,29.77658,-95.4273
1559,1479,SAN ANTONIO TX,29.56201,-98.59175
1561,1480,HOUSTON TX,29.70131,-95.29662
1563,1482,SAN ANGELO TX,31.41945,-100.48515
1565,1483,SUGAR LAND TX,29.59186,-95.63231
1567,1484,OKLAHOMA CITY OK,35.60822,-97.56226
1569,1485,NORMAN OK,35.20784,-97.4825
1571,1487,AUSTIN TX,30.43376,-97.67066
1573,1488,TULSA OK,36.11801,-95.88708
1575,1490,OKLAHOMA CITY OK,35.45888,-97.60171
1577,1492,BROWNSVILLE TX,25.95744,-97.5057
1579,1495,TULSA OK,36.05985,-95.9574
1581,1496,TULSA OK,36.06045,-95.85379
1583,1498,SOUTHLAKE TX,32.93647,-97.09969
1585,1499,LEWISVILLE TX,33.04686,-97.00776
1587,1508,PHOENIX AZ,33.3204,-111.9753
1589,1521,SCOTTSDALE AZ,33.57562,-111.88642
1591,1551,SANTA FE NM,35.64965,-106.0016
1593,1555,ROSWELL NM,33.42107,-104.52341
1595,1606,LAS VEGAS NV,36.12323,-115.24355
1597,1608,LAS VEGAS NV,36.15406,-115.20749
1599,1609,LAS VEGAS NV,36.12065,-115.13717
1601,1610,LAS VEGAS NV,36.11563,-115.06841
1603,1611,LAS VEGAS NV,36.10048,-115.10385
1605,1614,HENDERSON NV,36.02804,-115.11727
1607,1615,HENDERSON NV,36.0567,-115.0385
1609,1619,LAS VEGAS NV,36.09514,-115.29689
1611,1704,SANTA CLARA CA,37.39161,-121.97695
1613,1709,DALY CITY CA,37.69344,-122.4716
1615,1714,RICHMOND CA,37.98438,-122.31931
1617,1717,SACRAMENTO CA,38.63783,-121.47686
1619,1730,OREM UT,40.27493,-111.71565
1621,1738,OGDEN UT,41.24415,-111.97607
1623,1741,LAYTON UT,41.07372,-111.97833
1625,1742,MURRAY UT,40.6566,-111.88779
1627,1749,YUBA CITY CA,39.12658,-121.63523
1629,1774,SALT LAKE CITY UT,40.72516,-111.90006
1631,1775,AMERICAN FORK UT,40.38681,-111.82244
1633,1815,DENVER CO,39.65462,-105.05274
1635,1818,GREENWOOD VILLAGE CO,39.58886,-104.88059
1637,1820,COLORADO SPRINGS CO,38.94817,-104.8026
1639,1821,AURORA CO,39.6962,-104.83267
1641,1822,PUEBLO CO,38.32098,-104.61666
1643,1827,COLORADO SPRINGS CO,38.79854,-104.81799
1645,1830,WESTMINSTER CO,39.91357,-105.04742
1647,1832,ENGLEWOOD CO,39.65461,-104.99608
1649,1836,BOULDER CO,40.01624,-105.25887
1651,1838,AURORA CO,39.61185,-104.81093
1653,1840,DENVER CO,39.76915,-104.90099
1655,1841,FARGO ND,46.85371,-96.86244
1657,1900,BEAUMONT TX,30.12487,-94.15529
1659,1902,MC ALLEN TX,26.24276,-98.22379
1661,1903,OKLAHOMA CITY OK,35.39127,-97.51295
1663,1904,HOUSTON TX,29.68661,-95.5308
1665,1907,OKLAHOMA CITY OK,35.56294,-97.65082
1667,1908,STILLWATER OK,36.12912,-97.0583
1669,1909,NACOGDOCHES TX,31.64309,-94.65451
1671,1913,ENID OK,36.39025,-97.92934
1673,1916,MIDWEST CITY OK,35.45097,-97.4065
1675,1917,OKLAHOMA CITY OK,35.52383,-97.53544
1677,1918,SHAWNEE OK,35.3831,-96.92655
1679,1923,HARLINGEN TX,26.18127,-97.71899
1681,1925,WEATHERFORD TX,32.73172,-97.79058
1683,1926,EDMOND OK,35.65238,-97.46351
1685,1927,PEARLAND TX,29.55596,-95.26241
1687,1928,FORT WORTH TX,32.72623,-97.3618
1689,1929,THE COLONY TX,33.06772,-96.88688
1691,1931,GRAND PRAIRIE TX,32.67413,-97.0095
1693,1932,LAREDO TX,27.57036,-99.50187
1695,1939,IRVING TX,32.91709,-96.95995
1697,1940,MANSFIELD TX,32.59526,-97.1473
1699,1942,FRISCO TX,33.09944,-96.80457
1701,1945,PORTER TX,30.10333,-95.23782
1703,1946,HURST TX,32.86093,-97.18558
1705,1949,PEARLAND TX,29.55299,-95.38661
1707,1951,HOUSTON TX,29.8583,-95.64558
1709,1952,HUMBLE TX,29.99873,-95.1672
1711,1954,GAINESVILLE TX,33.62768,-97.1526
1713,1956,LA MARQUE TX,29.4033,-95.03517
1715,1957,MOORE OK,35.31521,-97.49088
1717,2001,LA GRANGE GA,33.04297,-84.97689
1719,2002,AIKEN SC,33.51048,-81.71325
1721,2003,HAMMOND LA,30.484,-90.45859
1723,2007,CLEVELAND TN,35.20974,-84.85493
1725,2009,GAINESVILLE VA,38.79571,-77.61053
1727,2018,ANAHEIM CA,33.80251,-117.91491
1729,2023,KANSAS CITY KS,39.12738,-94.82083
1731,2025,MANASSAS VA,38.77312,-77.50497
1733,2028,OKLAHOMA CITY OK,35.46549,-97.50588
1735,2039,OKLAHOMA CITY OK,35.59436,-97.43067
1737,2040,GERMANTOWN MD,39.18302,-77.25983
1739,2045,HAYS KS,38.89824,-99.31522
1741,2048,PLAINVIEW TX,34.18655,-101.75085
1743,2049,MIDLAND TX,31.97466,-102.06761
1745,2050,MORROW GA,33.57877,-84.34191
1747,2061,ATLANTA GA,33.5886,-84.47105
1749,2070,GARDEN CITY KS,37.98105,-100.84096
1751,2076,DENVER CO,39.6877,-104.94131
1753,2078,BELTON MO,38.81116,-94.50437
1755,2101,LIMON CO,39.27512,-103.7088
1757,2111,FOUNTAIN CO,38.73823,-104.7329
1759,3000,AUSTIN TX,30.16793,-97.78415
1761,3006,ALLEN TX,33.10686,-96.6767
1763,3007,FORT WORTH TX,32.9573,-97.30884
1765,3010,DALLAS TX,32.76789,-96.89697
1767,3014,GARLAND TX,32.96295,-96.63989
1769,3017,FRISCO TX,33.15685,-96.84108
1771,3018,EULESS TX,32.87641,-97.09802
1773,3021,PASADENA TX,29.65511,-95.15725
1775,3023,MESQUITE TX,32.83876,-96.60065
1777,3024,BRYAN TX,30.6695,-96.3344
1779,3025,CEDAR PARK TX,30.52309,-97.82127
1781,3026,ARLINGTON TX,32.76051,-97.09181
1783,3027,DALLAS TX,32.85939,-96.76953
1785,3028,HARKER HEIGHTS TX,31.07264,-97.67548
1787,3030,KYLE TX,30.0109943,-97.8627714
1789,3031,WEST VALLEY CITY UT,40.70341,-112.02552
1791,3034,NAMPA ID,43.60247,-116.59805
1793,3050,ARDMORE OK,34.20138,-97.16188
1795,3052,CLOVIS NM,34.41897,-103.19543
1797,3059,BRIDGEPORT WV,39.3332,-80.23514
1799,3065,DEL RIO TX,29.3895,-100.90466
1801,3070,SUMTER SC,33.9588,-80.39466
1803,3071,CORPUS CHRISTI TX,27.7371,-97.4338
1805,3072,HOBBS NM,32.73901,-103.15908
1807,3074,EL SEGUNDO CA,33.92621,-118.39651
1809,3079,ORANGEBURG SC,33.52311,-80.88591
1811,3087,ANDERSON IN,40.06142,-85.65343
1813,3088,MORRISTOWN TN,36.21558,-83.25704
1815,3089,CARROLLTON GA,33.54574,-85.07436
1817,3095,MARINA DEL REY CA,33.98884,-118.44597
1819,3096,SOUTH LAS VEGAS NV,36.05373,-115.17167
1821,3103,SALINA KS,38.87765,-97.61494
1823,3108,WESLACO TX,26.17196,-98.01178
1825,3112,KENNER LA,30.01798,-90.23907
1827,3113,GREENWOOD SC,34.20781,-82.1877
1829,3117,CENTREVILLE VA,38.83839,-77.42776
1831,3118,KOKOMO IN,40.43377,-86.1279
1833,3123,SPRINGFIELD IL,39.768,-89.60818
1835,3127,SILVER SPRING MD,39.0563,-76.96645
1837,3131,BROKEN ARROW OK,36.06313,-95.76783
1839,3134,LEXINGTON KY,38.02196,-84.45449
1841,3135,CLARKSVILLE IN,38.32776,-85.76078
1843,3140,PADUCAH KY,37.0742,-88.68384
1845,3141,N. CHARLESTON SC,32.87528,-80.02006
1847,3142,LAWRENCEVILLE GA,33.90587,-84.00418
1849,3154,KNOXVILLE TN,35.90648,-83.83625
1851,3155,CARTERSVILLE GA,34.1746,-84.77759
1853,3158,DOWNEY CA,33.94121,-118.13882
1855,3166,MOUNT PLEASANT MI,43.61221,-84.7432
1857,3168,MANHATTAN KS,39.19032,-96.55939
1859,3182,FORT WAYNE IN,41.05237,-85.22955
1861,3184,LEXINGTON SC,33.99394,-81.22426
1863,3189,CULPEPER VA,38.48428,-77.96847
1865,3190,MANASSAS VA,38.67936,-77.36434
1867,3196,COLORADO SPRINGS CO,38.91061,-104.7214
1869,3201,OWASSO OK,36.28636,-95.84773
1871,3210,GRETNA LA,29.92497,-90.03974
1873,3212,RICHMOND IN,39.83244,-84.81927
1875,3213,KINGSVILLE TX,27.49231,-97.84525
1877,3220,EDINBURG TX,26.30498,-98.19116
1879,3222,DEARBORN HEIGHTS MI,42.32724,-83.27442
1881,3223,PITTSBURGH PA,40.45655,-80.16927
1883,3227,MISSION TX,26.20402,-98.28661
1885,3228,MUSKOGEE OK,35.76565,-95.40189
1887,3235,OKLAHOMA CITY OK,35.46569,-97.72257
1889,3236,UNIONTOWN PA,39.91463,-79.75383
1891,3238,PITTSBURGH PA,40.41498,-79.92348
1893,3241,ELLIJAY GA,34.65527,-84.49276
1895,3254,CHILLICOTHE OH,39.34537,-82.97788
1897,3257,NEW ORLEANS LA,29.95445,-90.07052
1899,3259,BEAUFORT SC,32.42843,-80.72567
1901,3264,SAVANNAH GA,32.04466,-81.07121
1903,3267,ST. JOSEPH MO,39.80401,-94.81567
1905,3277,OAK RIDGE TN,36.00712,-84.25571
1907,3282,SAPULPA OK,35.98733,-96.01588
1909,3289,DUMFRIES VA,38.58182,-77.33089
1911,3292,CORDOVA TN,35.15573,-89.79492
1913,3293,CANTON GA,34.23695,-84.46278
1915,3296,JACKSON MS,32.38063,-90.1483
1917,3299,LANCASTER OH,39.73388,-82.62674
1919,3306,SACRAMENTO CA,38.5965,-121.4178
1921,3313,MARION IN,40.5331,-85.67422
1923,3317,MYRTLE BEACH SC,33.75234,-78.96355
1925,3320,BLUFFTON SC,32.2693,-80.86157
1927,3322,GRAND FORKS ND,47.88886,-97.08538
1929,3324,LOUISVILLE KY,38.22488,-85.5775
1931,3325,SAND SPRINGS OK,36.13529,-96.11458
1933,3330,ALAMOGORDO NM,32.87703,-105.96006
1935,3332,WASHINGTON DC,38.92882,-77.03363
1937,3336,NORMAN OK,35.23063,-97.42304
1939,3337,REYNOLDSBURG OH,39.93607,-82.78761
1941,3339,OXFORD MS,34.3622,-89.56097
1943,3341,STERLING HEIGHTS MI,42.62324,-82.99162
1945,3344,CATOOSA OK,36.1677,-95.75943
1947,3345,KANSAS CITY MO,39.04652,-94.44714
1949,3360,COLUMBUS OH,40.11013,-83.08824
1951,3361,COLUMBUS OH,39.98161,-83.15266
1953,3363,SAGINAW MI,43.479087,-83.960882
1955,3374,CHAMBLEE GA,33.8991,-84.30189
1957,3376,BURKE VA,38.776875,-77.265855
1959,3378,SACRAMENTO CA,38.63982,-121.406
1961,3380,CHATTANOOGA TN,35.01194,-85.21266
1963,3402,GREENSBURG PA,40.30199,-79.49525
1965,3403,PITTSBURGH PA,40.56533,-80.02802
1967,3404,STATE COLLEGE PA,40.785657,-77.834786
1969,3405,LANCASTER PA,40.02666,-76.210147
1971,3410,DALLAS TX,32.9093999,-96.882617
1973,3413,EL PASO TX,31.869313,-106.43893
1975,3414,TYLER TX,32.349611,-95.343842
1977,3415,PFLUGERVILLE TX,30.467374,-97.595929
1979,3416,CLEBURNE TX,32.384261,-97.390893
1981,3420,WILMINGTON NC,34.13502,-77.89556
1983,3429,MARRERO LA,29.874471,-90.100269
1985,3435,SAVANNAH GA,32.005713,-81.27924
1987,3437,WESTERVILLE OH,40.14765,-82.92492
1989,3438,LORTON VA,38.703441,-77.208583
1991,3441,KENNER LA,29.98256,-90.2603
1993,3442,COVINGTON GA,33.60975,-83.82732
1995,3448,ARTESIA NM,32.842079,-104.39714
1997,3449,NOVI MI,42.480389,-83.474669
1999,3451,MADISON AL,34.748045,-86.773961
2001,3456,FRONT ROYAL VA,38.996155,-78.192105
2003,3461,EDINBURG TX,26.261497,-98.165335
2005,3462,PHARR TX,26.17765,-98.186502
2007,3464,HEATH OH,40.034707,-82.433869
2009,3467,DURANT OK,34.006121,-96.401399
2011,3470,LOS LUNAS NM,34.814784,-106.75189
2013,3478,NEWPORT KY,39.092336,-84.479868
2015,3500,COLORADO SPRINGS CO,38.870901,-104.71663
2017,3588,"Hillside, IL",41.8666,-87.8832
2019,4401,DALTON GA,34.76055,-84.99544
2021,4402,CONYERS GA,33.65451,-84.00181
2023,4404,MEMPHIS TN,35.07538,-89.90577
2025,4411,FREDERICKSBURG VA,38.29701,-77.50929
2027,4412,MARYVILLE TN,35.75295,-83.99588
2029,4413,MURFREESBORO TN,35.84726,-86.42184
2031,4422,SOUTHAVEN MS,34.96206,-89.99615
2033,4427,MEMPHIS TN,35.2023,-89.79391
2035,4432,TUSCALOOSA AL,33.16573,-87.5477
2037,4437,HAPEVILLE GA,33.65371,-84.39738
2039,4441,JACKSON TN,35.67192,-88.85415
2041,4443,KNOXVILLE TN,36.01006,-83.97435
2043,4454,SMYRNA GA,33.82987,-84.49178
2045,4462,MEMPHIS TN,35.04752,-89.82977
2047,4467,MOUNT PLEASANT SC,32.82783,-79.83552
2049,4474,JACKSON MS,32.29112,-90.26779
2051,4476,KNOXVILLE TN,35.90265,-84.1412
2055,4483,AUSTELL GA,33.85442,-84.60902
2057,4486,HIXSON TN,35.12201,-85.2395
2059,4501,STAFFORD VA,38.47525,-77.41765
2061,4508,WARRENTON VA,38.73318,-77.77177
2063,5305,OVERLAND PARK KS,38.91332,-94.66642
2065,5307,EAST LANSING MI,42.72689,-84.4549
2067,5312,ROSEVILLE MI,42.52611,-82.90956
2069,5318,TOPEKA KS,39.03475,-95.76244
2071,5319,WICHITA KS,37.67592,-97.4263
2073,5320,WICHITA KS,37.74697,-97.24506
2075,5325,OMAHA NE,41.23356,-96.10884
2077,5326,LINCOLN NE,40.85671,-96.68255
2079,5327,LA VISTA NE,41.18868,-96.0423
2081,5329,DES MOINES IA,41.5394,-93.59632
2083,5330,SHAWNEE KS,39.00899,-94.76428
2085,5331,BELLEVUE NE,41.15835,-95.93584
2087,5332,LEES SUMMIT MO,38.92301,-94.36103
2089,5333,SALINA KS,38.80091,-97.61201
2091,5334,KANSAS CITY MO,39.17436,-94.53457
2093,5335,GRANDVIEW MO,38.90414,-94.52505
2095,5337,RACINE WI,42.6976,-87.84942
2097,5338,OMAHA NE,41.30197,-96.02323
2099,5339,SPRINGFIELD MO,37.14448,-93.25426
2101,5400,INDEPENDENCE MO,39.03836,-94.34395
2103,5404,EVANSVILLE IN,37.98183,-87.4735
2105,5408,TERRE HAUTE IN,39.43533,-87.41402
2107,5411,ADDISON IL,41.94853,-88.02802
2109,5414,WATERLOO IA,42.46538,-92.32272
2111,5417,GRANDVILLE MI,42.87998,-85.76305
2113,5418,GRAND RAPIDS MI,42.91321,-85.54273
2115,5419,HOLLAND MI,42.82482,-86.09433
2117,5423,COLUMBIA MO,38.95045,-92.29421
2119,5424,SIOUX CITY IA,42.49012,-96.40061
2121,5436,SPRINGFIELD MO,37.24621,-93.31131
2123,5437,BLOOMINGTON MN,44.85137,-93.24029
2125,5443,COMSTOCK PARK MI,43.03277,-85.68901
2127,5447,MUNCIE IN,40.21951,-85.43019
2129,5448,WICHITA KS,37.67861,-97.2004
2131,5451,HUTCHINSON KS,38.07078,-97.89498
